number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_subsample,state
40,0.5676190476190476,2025-11-27 17:00:50.216381,2025-11-27 17:01:15.968837,0 days 00:00:25.752456,0.7015579327202801,3.6709621550142546,0.14853786131439045,4,3,236,0.5848382336729993,COMPLETE
41,0.6228571428571429,2025-11-27 17:01:15.974159,2025-11-27 17:01:43.110408,0 days 00:00:27.136249,0.5890112792574986,2.6759773732273167,0.11049771323932168,3,1,208,0.7547845004749134,COMPLETE
42,0.6076190476190476,2025-11-27 17:01:43.114414,2025-11-27 17:02:23.847503,0 days 00:00:40.733089,0.5486915817708543,2.7152226309875114,0.07069110534166732,3,2,320,0.8172068283916372,COMPLETE
43,0.5514285714285715,2025-11-27 17:02:23.847503,2025-11-27 17:02:47.158211,0 days 00:00:23.310708,0.627444420540324,3.1639274696370876,0.19901453140373393,4,1,155,0.962573710661627,COMPLETE
44,0.5933333333333333,2025-11-27 17:02:47.162215,2025-11-27 17:03:42.279186,0 days 00:00:55.116971,0.6518288606332528,2.322044518470631,0.0029279157652209024,5,2,184,0.7711798776001736,COMPLETE
45,0.6752380952380952,2025-11-27 17:03:42.285834,2025-11-27 17:04:16.246311,0 days 00:00:33.960477,0.6150461753429347,2.8100645137967035,0.03094089782626398,8,1,135,0.7350640954517434,COMPLETE
46,0.5,2025-11-27 17:04:16.250316,2025-11-27 17:04:24.721040,0 days 00:00:08.470724,0.6197238315684567,3.6453545512619656,0.024655614068486927,8,10,77,0.7318881289361442,COMPLETE
47,0.6076190476190476,2025-11-27 17:04:24.725045,2025-11-27 17:04:58.685986,0 days 00:00:33.960941,0.5366491767280132,2.889891469628676,0.008322108739799593,8,2,140,0.6473825091841086,COMPLETE
48,0.6742857142857142,2025-11-27 17:04:58.687824,2025-11-27 17:05:31.919820,0 days 00:00:33.231996,0.670297234071841,2.1006742850445033,0.041502643929391146,10,2,162,0.8913066253226247,COMPLETE
49,0.5942857142857143,2025-11-27 17:05:31.923827,2025-11-27 17:06:08.744956,0 days 00:00:36.821129,0.6600828059589918,1.26418758186996,0.031312056555252724,10,3,169,0.9082893147027874,COMPLETE
50,0.5809523809523809,2025-11-27 17:06:08.748960,2025-11-27 17:06:37.909468,0 days 00:00:29.160508,0.5058058416830497,2.0388903735031065,0.02091684357386218,9,4,145,0.9695940828725317,COMPLETE
51,0.6476190476190476,2025-11-27 17:06:37.913213,2025-11-27 17:07:08.901650,0 days 00:00:30.988437,0.6758649281194723,2.456966598992988,0.0431484148757551,9,2,165,0.7179168991959856,COMPLETE
52,0.6495238095238095,2025-11-27 17:07:08.905360,2025-11-27 17:07:47.206679,0 days 00:00:38.301319,0.706977023800804,2.183802813233771,0.05748568459829391,7,1,201,0.8893177957621639,COMPLETE
53,0.66,2025-11-27 17:07:47.210939,2025-11-27 17:08:24.077616,0 days 00:00:36.866677,0.5828041906256038,2.887490783691699,0.03846917380820456,7,2,218,0.943343688728925,COMPLETE
54,0.6466666666666667,2025-11-27 17:08:24.081621,2025-11-27 17:09:04.006905,0 days 00:00:39.925284,0.5820416576690516,3.208862192452358,0.027128867513740506,7,2,215,0.9430202593493444,COMPLETE
55,0.58,2025-11-27 17:09:04.011986,2025-11-27 17:09:59.459531,0 days 00:00:55.447545,0.558941692553139,1.8471503397695768,0.013589967356085747,8,3,236,0.977758310105976,COMPLETE
56,0.6323809523809524,2025-11-27 17:09:59.463532,2025-11-27 17:11:05.477182,0 days 00:01:06.013650,0.6152642781155991,0.2218249430728889,0.0061899200110421704,7,2,183,0.9973312335348697,COMPLETE
57,0.6209523809523809,2025-11-27 17:11:05.480186,2025-11-27 17:11:26.891411,0 days 00:00:21.411225,0.6022151926797445,3.013430963656276,0.06117061726846738,10,3,133,0.9061583895667531,COMPLETE
58,0.6476190476190476,2025-11-27 17:11:26.897422,2025-11-27 17:12:00.795192,0 days 00:00:33.897770,0.639592570759318,2.5671652932771556,0.04279457496662908,8,1,155,0.8476554548644354,COMPLETE
59,0.47333333333333333,2025-11-27 17:12:00.799197,2025-11-27 17:12:11.787326,0 days 00:00:10.988129,0.5738505873283021,2.247116400937256,0.03792965734306223,9,9,108,0.954138080704014,COMPLETE
