0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
3.26E-03,2.62E-03,2.99E-03,3.14E-03,2.82E-03,2.77E-03,3.37E-03,3.4E-03,2.84E-03,3.07E-03,3.04E-03,2.47E-03,2.62E-03,2.92E-03,3.11E-03,2.24E-03,2.47E-03,1.88E-03,3.14E-03,3.29E-03,3.69E-03,3.37E-03,2.17E-03,2.62E-03,2.82E-03,3.22E-03,2.84E-03,2.6E-03,3.67E-03,3.07E-03,2.17E-03,3.26E-03,2.69E-03,2.62E-03,3.62E-03,3.59E-03,3.74E-03,3.11E-03,2.17E-03,3.22E-03,2.77E-03,2.46E-03,2.32E-03,3.29E-03,3.11E-03,2.32E-03,2.32E-03,3.18E-03,2.77E-03,3.07E-03,2.99E-03,2.89E-03,3.07E-03,2.39E-03,2.75E-03,3.14E-03,2.47E-03,2.46E-03,3.14E-03,2.32E-03,3.07E-03,2.75E-03,2.47E-03,2.99E-03,3.11E-03,2.62E-03,3.07E-03,2.99E-03,2.46E-03,2.54E-03,3.29E-03,2.75E-03
3.37E-03,2.84E-03,2.92E-03,2.75E-03,3.67E-03,3.07E-03,3.04E-03,2.17E-03,2.62E-03,3.04E-03,3.14E-03,3.29E-03,3.82E-03,3.04E-03,2.92E-03,3.44E-03,2.6E-03,2.69E-03,2.54E-03,3.33E-03,3.67E-03,2.54E-03,3.29E-03,3.11E-03,3.14E-03,3.07E-03,2.68E-03,2.62E-03,2.69E-03,2.32E-03,3.4E-03,2.69E-03,2.17E-03,2.82E-03,2.24E-03,3.97E-03,2.75E-03,3.37E-03,2.39E-03,2.47E-03,2.75E-03,3.59E-03,1.42E-03,2.31E-03,3.29E-03,3.29E-03,2.31E-03,2.54E-03,3.89E-03,2.84E-03,1.88E-03,2.39E-03,2.92E-03,2.97E-03,3.07E-03,3.07E-03,3.44E-03,2.31E-03,2.02E-03,2.54E-03,2.46E-03,2.32E-03,3.29E-03,2.6E-03,2.39E-03,2.69E-03,3.14E-03,2.75E-03,3.67E-03,2.1E-03,2.82E-03,2.99E-03
2.66E-02,2.8E-02,2.74E-02,2.71E-02,2.68E-02,2.94E-02,2.92E-02,2.8E-02,2.91E-02,3.23E-02,3.02E-02,3.02E-02,3.15E-02,3.22E-02,2.91E-02,2.84E-02,2.67E-02,2.86E-02,2.52E-02,2.78E-02,2.77E-02,3.08E-02,2.94E-02,2.78E-02,2.84E-02,2.82E-02,2.59E-02,2.63E-02,2.7E-02,2.63E-02,2.74E-02,2.78E-02,2.62E-02,2.82E-02,2.64E-02,2.73E-02,2.9E-02,2.63E-02,2.43E-02,2.44E-02,2.53E-02,2.48E-02,2.71E-02,2.91E-02,2.63E-02,2.59E-02,2.48E-02,2.32E-02,2.3E-02,2.62E-02,2.68E-02,3.2E-02,2.84E-02,3.35E-02,3.09E-02,3.18E-02,2.94E-02,2.99E-02,3.41E-02,3.63E-02,3.91E-02,3.73E-02,3.33E-02,3.69E-02,4.37E-02,3.84E-02,3.88E-02,3.58E-02,3.55E-02,3.21E-02,3.74E-02,3.07E-02
4.12E-03,3.67E-03,3.29E-03,4.19E-03,3.69E-03,3.82E-03,3.97E-03,3.83E-03,3.52E-03,3.22E-03,3.91E-03,2.99E-03,2.77E-03,3.52E-03,3.83E-03,3.22E-03,3.29E-03,4.34E-03,4.27E-03,3.67E-03,3.37E-03,3.47E-03,4.04E-03,3.44E-03,3.69E-03,3.07E-03,3.07E-03,4.12E-03,3.29E-03,3.29E-03,3.07E-03,2.6E-03,3.74E-03,2.92E-03,4.05E-03,2.92E-03,3.22E-03,2.69E-03,2.24E-03,3.89E-03,2.32E-03,3.54E-03,3.67E-03,3.67E-03,4.41E-03,3.29E-03,3.07E-03,3.44E-03,2.46E-03,3.29E-03,3.97E-03,3.26E-03,3.22E-03,2.84E-03,3.26E-03,3.44E-03,2.77E-03,2.39E-03,3.04E-03,2.84E-03,2.92E-03,2.24E-03,3.14E-03,3.74E-03,3.76E-03,2.47E-03,3.22E-03,3.14E-03,3.76E-03,3.22E-03,2.77E-03,2.6E-03
5.2846E-03,4.5393E-03,4.9458E-03,4.7849E-03,5.0813E-03,4.6748E-03,5.0136E-03,5.6911E-03,5.1152E-03,5.1152E-03,5.1152E-03,4.9119E-03,5.6233E-03,4.9119E-03,5.1829E-03,4.6748E-03,4.9119E-03,4.336E-03,5.7588E-03,5.5556E-03,5.5217E-03,5.1152E-03,5.5556E-03,5.6911E-03,4.8442E-03,5.1829E-03,4.5393E-03,5.149E-03,5.0136E-03,4.7426E-03,5.1829E-03,5.1152E-03,4.878E-03,4.607E-03,4.607E-03,5.5894E-03,5.3523E-03,5.4539E-03,5.2846E-03,5.5217E-03,4.5054E-03,5.3862E-03,5.1829E-03,5.0474E-03,5.0474E-03,4.9119E-03,4.4715E-03,5.149E-03,5.149E-03,4.9458E-03,4.878E-03,4.6748E-03,4.4715E-03,4.5054E-03,4.9458E-03,4.7087E-03,4.7426E-03,4.8442E-03,4.7426E-03,5.2168E-03,5.2507E-03,4.6409E-03,4.878E-03,4.8103E-03,5.5556E-03,4.878E-03,5.3184E-03,5.3184E-03,5.0813E-03,5.7588E-03,5.0813E-03,5.1152E-03
4.9458E-03,4.9119E-03,5.0813E-03,3.6924E-03,4.7764E-03,4.2344E-03,4.5732E-03,4.9797E-03,4.878E-03,4.7764E-03,4.336E-03,5.1829E-03,3.9973E-03,4.9458E-03,5.0474E-03,4.7426E-03,4.6748E-03,4.9797E-03,4.4377E-03,4.878E-03,4.4715E-03,4.6748E-03,4.4715E-03,4.8103E-03,4.2344E-03,4.3699E-03,4.5732E-03,4.4377E-03,4.2005E-03,4.336E-03,5.1829E-03,4.7087E-03,4.8103E-03,4.9458E-03,4.8442E-03,5.3862E-03,4.9119E-03,4.7087E-03,4.7764E-03,5.2507E-03,5.3184E-03,5.7249E-03,4.9458E-03,4.6409E-03,3.9973E-03,4.9458E-03,5.1829E-03,5.4878E-03,5.1829E-03,4.4377E-03,4.7764E-03,4.9119E-03,4.0989E-03,4.9458E-03,4.8442E-03,5.1152E-03,3.6585E-03,5.5894E-03,4.3699E-03,5.3862E-03,4.8103E-03,4.8442E-03,5.3523E-03,4.9119E-03,4.607E-03,4.4715E-03,4.5393E-03,4.9458E-03,5.3523E-03,4.6409E-03,4.607E-03,4.8442E-03
4.4038E-03,4.0312E-03,4.9797E-03,5.5217E-03,5.7249E-03,5.3862E-03,4.6748E-03,4.7087E-03,5.5894E-03,4.9797E-03,5.5556E-03,5.1152E-03,4.7426E-03,5.0813E-03,5.5217E-03,4.9119E-03,5.42E-03,5.2507E-03,4.5732E-03,5.5894E-03,5.7927E-03,4.4038E-03,5.149E-03,5.2846E-03,5.0136E-03,5.3184E-03,5.149E-03,5.42E-03,5.0136E-03,5.0813E-03,4.7426E-03,5.4539E-03,4.878E-03,4.878E-03,4.8103E-03,5.42E-03,6.1653E-03,5.6233E-03,5.4539E-03,4.5054E-03,4.9458E-03,5.2168E-03,5.0136E-03,5.6572E-03,4.8103E-03,4.8442E-03,4.7426E-03,5.3862E-03,4.9797E-03,4.607E-03,4.607E-03,5.0813E-03,5.4539E-03,5.6233E-03,4.8442E-03,4.9458E-03,4.3699E-03,5.1829E-03,4.2683E-03,4.4038E-03,5.3523E-03,5.0813E-03,5.5556E-03,5.0136E-03,5.1152E-03,5.7249E-03,4.4377E-03,4.8103E-03,4.8442E-03,4.7426E-03,4.4715E-03,4.3022E-03
5.0474E-03,4.6748E-03,4.6748E-03,4.065E-03,4.5732E-03,4.5054E-03,4.0989E-03,5.0813E-03,5.2846E-03,4.8103E-03,3.6585E-03,4.6748E-03,4.1328E-03,4.2005E-03,4.9797E-03,4.5054E-03,4.1328E-03,4.2005E-03,4.2344E-03,4.878E-03,4.2683E-03,5.3523E-03,4.6409E-03,4.7764E-03,4.7764E-03,4.5393E-03,4.9458E-03,4.336E-03,3.6585E-03,4.4715E-03,4.7087E-03,4.7087E-03,3.8957E-03,4.9458E-03,4.1667E-03,4.8442E-03,4.4377E-03,5.1829E-03,4.8442E-03,4.0989E-03,4.6409E-03,3.3875E-03,4.065E-03,4.5732E-03,4.2683E-03,4.5732E-03,4.7764E-03,4.6748E-03,4.4038E-03,4.5393E-03,4.6409E-03,4.2344E-03,4.1667E-03,4.8103E-03,4.3022E-03,4.0989E-03,4.2344E-03,4.9119E-03,4.0989E-03,3.9973E-03,4.0312E-03,3.4892E-03,4.8442E-03,4.4038E-03,5.1152E-03,5.0474E-03,4.1667E-03,4.8103E-03,4.065E-03,4.1667E-03,4.3699E-03,4.7764E-03
4.5732E-03,4.7764E-03,4.3699E-03,4.2344E-03,4.2344E-03,3.9973E-03,4.4377E-03,4.6748E-03,3.4553E-03,4.2683E-03,4.065E-03,4.0989E-03,4.4715E-03,4.8442E-03,3.9295E-03,4.8442E-03,4.336E-03,4.9119E-03,4.5732E-03,4.6748E-03,4.5054E-03,4.1667E-03,5.1152E-03,4.4038E-03,4.7764E-03,4.6409E-03,4.4715E-03,5.0474E-03,4.336E-03,4.3022E-03,5.0813E-03,4.2005E-03,4.2683E-03,4.5732E-03,4.0989E-03,5.4539E-03,4.7426E-03,4.5732E-03,4.6748E-03,4.9119E-03,4.9119E-03,4.1667E-03,4.6409E-03,3.8279E-03,4.607E-03,4.1328E-03,4.8103E-03,4.2683E-03,4.5393E-03,4.8442E-03,4.607E-03,4.065E-03,4.5393E-03,4.4377E-03,3.8279E-03,4.1328E-03,4.3699E-03,4.9119E-03,4.2683E-03,4.5054E-03,4.3022E-03,4.4715E-03,4.1667E-03,4.7087E-03,4.6409E-03,4.0989E-03,4.7087E-03,4.336E-03,4.336E-03,4.6748E-03,5.1829E-03,4.2344E-03
4.5732E-03,3.4892E-03,3.8957E-03,3.4553E-03,3.0488E-03,3.4553E-03,3.8279E-03,3.4214E-03,3.252E-03,3.9295E-03,3.3875E-03,3.3198E-03,3.5908E-03,2.9471E-03,4.065E-03,3.4892E-03,3.6924E-03,3.523E-03,2.9471E-03,3.2859E-03,4.0312E-03,3.5908E-03,3.4892E-03,4.6748E-03,3.5908E-03,3.1504E-03,3.8279E-03,3.7263E-03,3.3537E-03,3.0149E-03,3.4892E-03,3.8957E-03,3.4892E-03,3.8618E-03,4.7087E-03,2.8455E-03,3.5569E-03,3.3875E-03,3.523E-03,3.7602E-03,3.794E-03,4.2344E-03,3.1504E-03,3.6585E-03,3.1843E-03,3.9295E-03,4.065E-03,3.4553E-03,3.7602E-03,3.9295E-03,2.981E-03,3.4214E-03,3.9634E-03,3.794E-03,4.1667E-03,3.794E-03,3.3198E-03,4.3022E-03,4.4038E-03,3.7263E-03,3.7602E-03,3.6924E-03,3.4214E-03,4.0312E-03,4.0989E-03,3.1165E-03,4.065E-03,3.4214E-03,4.1667E-03,3.7263E-03,3.8279E-03,3.6585E-03
