,Timestamps,Sunspots,AR,Flare Class,Rise Time,Starting Flux,Peak Flux,Duration,Fluence,SW Temp,SW Velocity,SW Density,IMF B,IMF Bx,IMF By,IMF Bz,Fe/O Lo,Fe/O Hi,H Lo,H Hi,O Lo,O Hi,Fe Lo,Fe Hi,Fe/0 1MeV,peak_time,end_time,xrsclass,goes_location,noaa_active_region,Flrmaxtime,Flrendtime,goes_major_class,SEP_Server_Association,FlrLon,FlrLat,event_type,other_flare,sep_peak_1,sep_fluence_1,sep_peak_2,sep_fluence_2,sep_peak_3,sep_fluence_3,sep_peak_4,sep_fluence_4,sep_peak_5,sep_fluence_5,sep_start,sep_end,sep_rise,sep_duration,match_diff_minutes
20,1999-11-05 18:00:00,29,18,M3.0,0.4166666666666667,4.61e-06,3.09e-05,1.6666666666666667,0.0021342998,,325.70228228473025,,6.507543563842773,4.645625114440918,-3.492839813232422,-0.4796536564826965,1.3502744,0.0004829371,,,0.0004840700130444,,0.0008318300242535,,1.718408498436106,1999-11-05T18:29:00.000,1999-11-05T19:44:00.000,M3.0,"(0, 0)",0.0,1999-11-05 18:29:00,1999-11-05 19:44:00,M,,0.0,0.0,0.0,,0.6809999942779541,16.955,0.5040000081062317,11.6058,0.2199999988079071,6.3349,0.1209999993443489,4.1015,0.0715999975800514,2.2073002,1999-11-05 18:04:00,1999-11-06 00:04:00,-9999.0,-9999.0,4.0
21,1999-11-14 15:45:00,42,16,M5.6,0.3333333333333333,3.07e-06,5.64e-05,0.4333333333333333,0.00052667,71835.50818879013,438.4913142493012,3.487621408719171,4.707639217376709,3.5042574405670166,1.7610161304473877,-1.4953144788742063,2.8929648,,,,0.0004875200102105,,0.0008981999708339,,1.8423858549846996,1999-11-14T16:07:00.000,1999-11-14T16:13:00.000,M5.6,"(-63, 18)",8766.0,1999-11-14 16:07:00,1999-11-14 16:13:00,M,,18.0,-63.0,0.0,1.0,0.5960000157356262,14.1655,0.4900000095367431,9.7738,0.1700000017881393,5.3968,0.1199999973177909,3.6244001,0.0705000013113021,2.0123,1999-11-14 15:47:00,1999-11-14 21:47:00,-9999.0,-9999.0,2.0
22,1999-11-16 04:05:00,38,28,M3.0,0.0833333333333333,3.17e-06,3.05e-05,0.1333333333333333,0.000115129995,,,,6.152301788330078,-1.1899102926254272,4.977519035339356,-1.0688282251358032,4.749274,,,,0.0004849325050599,2.685700110305333e-06,0.000825929979328,,1.703185434488242,1999-11-16T04:10:00.000,1999-11-16T04:13:00.000,M3.0,"(0, 0)",0.0,1999-11-16 04:10:00,1999-11-16 04:13:00,M,,0.0,0.0,0.0,1.0,0.5640000104904175,15.5094,0.4329999983310699,10.5217,0.1749999970197677,5.493,0.163000002503395,3.8996003,0.0728999972343444,2.0934997,1999-11-16 04:05:00,1999-11-16 10:05:00,-9999.0,-9999.0,0.0
23,1999-11-20 22:15:00,31,17,M3.2,0.3,1.36e-06,3.25e-05,0.5666666666666667,0.00063198,87578.36961991948,418.14753878079927,8.198691727924931,6.863133907318115,5.595936298370361,-2.703208923339844,1.006959319114685,0.37507468,3.4455923e-06,130.17141723632812,3.6563429832458496,0.0215922854840755,5.595699803961907e-06,0.0028699759859591,,0.1329167302866479,1999-11-20T22:35:00.000,1999-11-20T22:51:00.000,M3.2,"(-19, -15)",8771.0,1999-11-20 22:35:00,1999-11-20 22:51:00,M,,-15.0,-19.0,0.0,1.0,1.0099999904632568,25.261501,0.4079999923706054,10.2506,0.2220000028610229,5.1755,0.1340000033378601,3.6207,0.068400003015995,1.9486,1999-11-20 22:17:00,1999-11-21 04:17:00,-9999.0,-9999.0,2.0
24,1999-11-26 13:35:00,60,19,M6.0,0.0833333333333333,1.71e-06,6.05e-05,0.5,0.00106705,90324.58569785276,403.70978515625,3.20195428505997,4.885853290557861,2.889533042907715,-1.821066737174988,-2.265305757522583,1.7395915,,1.0738333463668823,1.600000023841858,0.0007843879866413,2.7311998564982787e-06,0.0012389150215312,,1.5794671038195245,1999-11-26T13:43:00.000,1999-11-26T14:08:00.000,M6.0,"(59, -15)",8771.0,1999-11-26 13:43:00,1999-11-26 14:08:00,M,,-15.0,59.0,0.0,,0.6150000095367432,15.5628,0.3709999918937683,10.742801,0.2269999980926513,5.9821997,0.1230000033974647,4.1883,0.067900002002716,2.2315001,1999-11-26 13:38:00,1999-11-26 19:38:00,-9999.0,-9999.0,3.0
25,1999-11-28 01:25:00,29,32,M3.5,0.3333333333333333,1.96e-06,3.54e-05,0.5666666666666667,0.00062620995,46598.99676513672,355.493030834198,8.421206837115081,6.2320661544799805,2.2596559524536133,-4.174035549163818,0.0628845542669296,0.76525795,,2.541949987411499,1.5887000560760498,0.0007272499497048,2.681400019355351e-06,0.0008288800017908,,1.139745698335505,1999-11-28T01:46:00.000,1999-11-28T02:00:00.000,M3.5,"(0, 0)",0.0,1999-11-28 01:46:00,1999-11-28 02:00:00,M,,0.0,0.0,0.0,1.0,0.800000011920929,17.0054,0.6430000066757202,11.244101,0.2249999940395355,6.111,0.1410000026226043,4.0666,0.0753000006079673,2.3748002,1999-11-28 01:26:00,1999-11-28 07:26:00,-9999.0,-9999.0,1.0
26,1999-12-28 00:35:00,36,17,M4.5,0.15,1.02e-06,4.55e-05,0.2166666666666666,0.00028202997,30040.718899321484,452.415183506129,4.010838528291894,8.980836013511375,8.09482740826077,-2.4335688908491284,-2.5642118529037194,1.9711645,,1.3012150526046753,,0.0024239288177341,4.20929973188322e-06,0.0049622715450823,1.439600055164192e-06,2.047201843873056,1999-12-28T00:48:00.000,1999-12-28T00:52:00.000,M4.5,"(0, 0)",0.0,1999-12-28 00:48:00,1999-12-28 00:52:00,M,,0.0,0.0,0.0,1.0,0.9100000262260436,21.400398,0.5889999866485596,13.475901,0.2039999961853027,6.4312,0.1410000026226043,3.8834,0.0681999996304512,2.1852,1999-12-28 00:39:00,1999-12-28 06:39:00,-9999.0,-9999.0,4.0
27,2000-01-18 17:05:00,0,24,M3.9,0.3333333333333333,1.38e-06,3.95e-05,0.6166666666666667,0.00092491996,,309.34283475178046,,5.206671237945557,1.810755729675293,-4.14022970199585,-1.2362316846847534,1.579853,,0.636335015296936,2.1257998943328857,0.0027557432185858,1.18609996206942e-05,0.0029084649868309,1.400700057274662e-06,1.0554194480875734,2000-01-18T17:27:00.000,2000-01-18T17:44:00.000,M3.9,"(0, 0)",0.0,2000-01-18 17:27:00,2000-01-18 17:44:00,M,,0.0,0.0,0.0,,1.6799999475479126,37.474503,1.149999976158142,27.4771,0.4900000095367431,13.2758,0.2469999939203262,6.2609,0.1190000027418136,3.378,2000-01-18 17:07:00,2000-01-18 23:07:00,-9999.0,-9999.0,2.0
28,2000-03-03 10:40:00,36,25,M4.0,0.1,1.34e-06,4.08e-05,0.1333333333333333,0.00011239001,85988.41815678378,402.1600615793706,3.357409873494396,5.729970932006836,-4.15440034866333,2.632373094558716,0.9190939664840698,0.3645843,,1.1654733419418335,1.5887000560760498,0.0004840700130444,2.8385998120938893e-06,,2.973599976030528e-06,,2000-03-03T10:46:00.000,2000-03-03T10:48:00.000,M4.0,"(0, 0)",0.0,2000-03-03 10:46:00,2000-03-03 10:48:00,M,,0.0,0.0,0.0,1.0,1.0199999809265137,29.202,0.6930000185966492,17.6487,0.2479999959468841,7.2362,0.1080000028014183,4.1551,0.0851000025868415,2.3801,2000-03-03 10:40:00,2000-03-03 16:40:00,-9999.0,-9999.0,0.0
29,2000-03-18 23:50:00,9,21,M3.9,0.0666666666666666,2.22e-05,3.95e-05,0.4333333333333333,0.0007489,120458.25205721003,363.85807525923576,9.581119139740084,7.286406993865967,-2.249019145965576,1.1015897989273071,-0.7755263447761536,0.4331336,,8.264817237854004,1.600000023841858,0.0022670549806207,2.669300101842964e-06,,1.3963999663246796e-06,,2000-03-18T23:57:00.000,2000-03-19T00:19:00.000,M3.9,"(61, -16)",8906.0,2000-03-18 23:57:00,2000-03-19 00:19:00,M,,-16.0,61.0,0.0,,0.7450000047683716,19.1322,0.3490000069141388,10.7668,0.2639999985694885,5.4483004,0.1490000039339065,3.3783002,0.0667999982833862,1.9717999,2000-03-18 23:53:00,2000-03-19 05:53:00,-9999.0,-9999.0,3.0
30,2000-03-24 07:40:00,0,31,X1.8,0.1833333333333333,1.98e-06,0.000183,0.3,0.00177665,229439.2598876953,598.9583706751139,3.027589685097337,8.069466590881348,-5.386650085449219,3.032491445541382,2.0210208892822266,0.28377357,,110.85870361328124,2.655383348464966,0.0339231416583061,8.354525562026538e-06,0.0034326759632676,,0.1011898012820752,2000-03-24T07:52:00.000,2000-03-24T07:59:00.000,X1.8,"(82, 16)",8910.0,2000-03-24 07:52:00,2000-03-24 07:59:00,X,,16.0,82.0,0.0,,1.399999976158142,44.281,0.527999997138977,13.252701,0.181999996304512,5.487,0.1190000027418136,3.6759999,0.0782999992370605,2.1346,2000-03-24 07:41:00,2000-03-24 13:41:00,-9999.0,-9999.0,1.0
31,2000-03-30 15:55:00,44,28,M3.4,0.15,1.88e-06,3.48e-05,0.2333333333333333,0.0002255,19428.176790663227,430.877530539908,9.534271330368227,4.388321876525879,2.5732338428497314,1.7626526355743408,-1.0017815828323364,1.6722072,,1.1152749061584473,,0.000485220021801,,,,,2000-03-30T16:07:00.000,2000-03-30T16:12:00.000,M3.4,"(-63, -17)",8936.0,2000-03-30 16:07:00,2000-03-30 16:12:00,M,,-17.0,-63.0,0.0,1.0,0.6269999742507935,14.5969,0.3630000054836273,9.1493,0.1609999984502792,5.08,0.1360000073909759,3.5731,0.066100001335144,2.0928,2000-03-30 15:58:00,2000-03-30 21:58:00,-9999.0,-9999.0,3.0
32,2000-04-09 23:25:00,30,16,M3.1,0.2666666666666666,1.19e-06,3.18e-05,0.4833333333333333,0.00052626,153866.88464506174,543.8914717223747,2.069559205894821,4.660260200500488,2.149531602859497,-2.384330034255981,-1.738964319229126,0.8328434,,3.4780144691467285,,0.0012954565463587,,0.0008318300242535,,0.6421134129057925,2000-04-09T23:42:00.000,2000-04-09T23:55:00.000,M3.1,"(1, -14)",8948.0,2000-04-09 23:42:00,2000-04-09 23:55:00,M,,-14.0,1.0,0.0,1.0,0.6650000214576721,14.718401,0.335999995470047,8.9599,0.135000005364418,4.5291004,0.123999997973442,3.2158,0.0621999986469745,1.7714,2000-04-09 23:26:00,2000-04-10 05:26:00,-9999.0,-9999.0,1.0
33,2000-05-04 10:55:00,22,15,M6.8,0.1833333333333333,5.38e-07,6.85e-05,0.2833333333333333,0.00054195797,36125.71281447104,453.9976521003537,4.792838107521941,4.002692699432373,0.9101147651672364,-2.2176196575164795,0.3918985724449157,0.79993534,,1.7156600952148438,,0.0012762759579345,2.8356998882372864e-06,0.0013805100461468,1.397149958393129e-06,1.0816704941938555,2000-05-04T11:08:00.000,2000-05-04T11:14:00.000,M6.8,"(0, 0)",0.0,2000-05-04 11:08:00,2000-05-04 11:14:00,M,,0.0,0.0,0.0,,0.7929999828338623,15.172,0.44200000166893,9.6937,0.1749999970197677,4.6497,0.1129999980330467,3.0716,0.0627000033855438,1.6765001,2000-05-04 10:57:00,2000-05-04 16:57:00,-9999.0,-9999.0,2.0
34,2000-05-16 15:45:00,44,25,M3.2,0.0833333333333333,2.08e-06,3.28e-05,0.1833333333333333,0.00020803,63241.618352207566,439.90070194151343,12.836930469768804,9.295025825500488,-2.877932071685791,6.063109874725342,2.4291045665740967,0.25965893,,438.4757385253906,16.959827423095703,0.2650138735771179,0.0001459755731048,0.0157280582934618,,0.0593480563155687,2000-05-16T15:51:00.000,2000-05-16T15:57:00.000,M3.2,"(0, 0)",0.0,2000-05-16 15:51:00,2000-05-16 15:57:00,M,,0.0,0.0,0.0,,11.300000190734863,290.39,1.3200000524520874,41.1784,0.2409999966621399,6.4382,0.1449999958276748,3.3323,0.0603000000119209,1.9149001,2000-05-16 15:46:00,2000-05-16 21:46:00,-9999.0,-9999.0,1.0
35,2000-06-04 22:00:00,21,10,M3.2,0.1333333333333333,7.35e-07,3.26e-05,0.2333333333333333,0.00021443798,277702.1761745877,507.8713151872364,3.974269654421971,10.84544849395752,4.367075443267822,-7.398916244506836,0.6192522048950195,0.9021696,,23.71514320373535,,0.0335969999432563,2.7851749564433703e-06,0.032746572047472,1.477900013924227e-06,0.9746873858612164,2000-06-04T22:10:00.000,2000-06-04T22:16:00.000,M3.2,"(0, 0)",0.0,2000-06-04 22:10:00,2000-06-04 22:16:00,M,,0.0,0.0,0.0,,1.159999966621399,27.3374,0.628000020980835,10.9632,0.2440000027418136,5.0903997,0.1319999992847442,3.6368,0.0844999998807907,1.9771,2000-06-04 22:02:00,2000-06-05 04:02:00,-9999.0,-9999.0,2.0
36,2000-06-06 13:55:00,23,22,M7.1,0.0833333333333333,2.63e-05,7.14e-05,0.25,0.00081,28461.180360576924,450.5192660177155,17.641955938543383,5.288917541503906,0.8477787971496582,-2.065905332565308,-1.633091926574707,0.12336121,,86.29872131347656,2.7744500637054443,0.0178228579461574,2.742850028880639e-06,0.0016597667708992,,0.0931257363949947,2000-06-06T14:01:00.000,2000-06-06T14:11:00.000,M7.1,"(0, 0)",0.0,2000-06-06 14:01:00,2000-06-06 14:11:00,M,,0.0,0.0,0.0,1.0,0.7670000195503235,15.9998,0.356000006198883,9.7401,0.1959999948740005,5.3529,0.1150000020861625,3.7709,0.0789000019431114,2.1481,2000-06-06 13:56:00,2000-06-06 19:56:00,-9999.0,-9999.0,1.0
